line_no,FAIL_CODE,lot_no,sold_to,qty_mt,reason
,ALLOCATION_VALIDATE_FAIL,1126012305,PTLBM VIETNAM,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012306,WOO TRADING,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012307,PTLBM VIETNAM,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012308,WOO TRADING,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012309,PTLBM VIETNAM,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012310,WOO TRADING,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012311,PTLBM VIETNAM,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012322,WOO TRADING,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012333,PTLBM VIETNAM,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012334,WOO TRADING,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012335,PTLBM VIETNAM,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012401,WOO TRADING,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012402,PTLBM VIETNAM,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012403,WOO TRADING,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012404,PTLBM VIETNAM,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012405,WOO TRADING,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012407,PTLBM VIETNAM,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012408,WOO TRADING,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012409,PTLBM VIETNAM,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012410,WOO TRADING,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
