line_no,FAIL_CODE,lot_no,sold_to,qty_mt,reason
31,ZERO_QTY,2200034509,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034509: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
32,ZERO_QTY,2200034509,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034509: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
33,ZERO_QTY,2200034509,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034509: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
34,ZERO_QTY,2200034509,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034509: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
35,ZERO_QTY,2200034510,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034510: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
36,ZERO_QTY,2200034510,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034510: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
37,ZERO_QTY,2200034510,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034510: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
38,ZERO_QTY,2200034511,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034511: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
39,ZERO_QTY,2200034511,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034511: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
40,ZERO_QTY,2200034511,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034511: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
41,ZERO_QTY,2200034511,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034511: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
42,ZERO_QTY,2200034511,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034511: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
43,ZERO_QTY,2200034512,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034512: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
44,ZERO_QTY,2200034512,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034512: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
45,ZERO_QTY,2200034512,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034512: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
46,ZERO_QTY,2200034512,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034512: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
47,ZERO_QTY,2200034512,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034512: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
48,ZERO_QTY,2200034513,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034513: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
49,ZERO_QTY,2200034513,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034513: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
50,ZERO_QTY,2200034513,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034513: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
51,ZERO_QTY,2200034513,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034513: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
52,ZERO_QTY,2200034513,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034513: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
53,ZERO_QTY,2200034514,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034514: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
54,ZERO_QTY,2200034514,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034514: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
55,ZERO_QTY,2200034514,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034514: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
56,ZERO_QTY,2200034515,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034515: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
57,ZERO_QTY,2200034515,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034515: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
58,ZERO_QTY,2200034515,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034515: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
59,ZERO_QTY,2200034515,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034515: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
60,ZERO_QTY,2200034515,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034515: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
61,ZERO_QTY,2200034516,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034516: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
62,ZERO_QTY,2200034516,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034516: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
63,ZERO_QTY,2200034516,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034516: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
64,ZERO_QTY,2200034516,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034516: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
65,ZERO_QTY,2200034517,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034517: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
66,ZERO_QTY,2200034517,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034517: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
67,ZERO_QTY,2200034517,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034517: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
68,ZERO_QTY,2200034518,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034518: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
69,ZERO_QTY,2200034518,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034518: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
70,ZERO_QTY,2200034518,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034518: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
71,ZERO_QTY,2200034519,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034519: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
72,ZERO_QTY,2200034519,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034519: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
73,ZERO_QTY,2200034519,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034519: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
74,ZERO_QTY,2200034520,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034520: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
75,ZERO_QTY,2200034520,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034520: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
76,ZERO_QTY,2200034520,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034520: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
77,ZERO_QTY,2200034521,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034521: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
78,ZERO_QTY,2200034521,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034521: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
79,ZERO_QTY,2200034521,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034521: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
80,ZERO_QTY,2200034522,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034522: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
81,ZERO_QTY,2200034522,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034522: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
82,ZERO_QTY,2200034522,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034522: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
83,ZERO_QTY,2200034522,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034522: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
84,ZERO_QTY,2200034522,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034522: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
85,ZERO_QTY,2200034523,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034523: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
86,ZERO_QTY,2200034523,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034523: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
87,ZERO_QTY,2200034523,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034523: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
88,ZERO_QTY,2200034523,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034523: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
89,ZERO_QTY,2200034523,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034523: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
90,ZERO_QTY,2200034524,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034524: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
91,ZERO_QTY,2200034524,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034524: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
92,ZERO_QTY,2200034524,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034524: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
93,ZERO_QTY,2200034525,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034525: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
94,ZERO_QTY,2200034525,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034525: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
95,ZERO_QTY,2200034525,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034525: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
96,ZERO_QTY,2200034525,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034525: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
97,ZERO_QTY,2200034525,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034525: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
98,ZERO_QTY,2200034526,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034526: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
99,ZERO_QTY,2200034526,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034526: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
100,ZERO_QTY,2200034526,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034526: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
101,ZERO_QTY,2200034527,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034527: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
102,ZERO_QTY,2200034527,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034527: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
103,ZERO_QTY,2200034527,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034527: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
104,ZERO_QTY,2200034527,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034527: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
105,ZERO_QTY,2200034527,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034527: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
106,ZERO_QTY,2200034528,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034528: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
107,ZERO_QTY,2200034528,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034528: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
108,ZERO_QTY,2200034528,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034528: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
109,ZERO_QTY,2200034528,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034528: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
110,ZERO_QTY,2200034528,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034528: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
111,ZERO_QTY,2200034529,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034529: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
112,ZERO_QTY,2200034529,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034529: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
113,ZERO_QTY,2200034529,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034529: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
114,ZERO_QTY,2200034529,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034529: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
115,ZERO_QTY,2200034529,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034529: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
116,ZERO_QTY,2200034530,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034530: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
117,ZERO_QTY,2200034530,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034530: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
118,ZERO_QTY,2200034530,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034530: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
119,ZERO_QTY,2200034530,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034530: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
120,ZERO_QTY,2200034530,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034530: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
121,ZERO_QTY,2200034531,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034531: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
122,ZERO_QTY,2200034531,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034531: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
123,ZERO_QTY,2200034531,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034531: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
124,ZERO_QTY,2200034531,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034531: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
125,ZERO_QTY,2200034532,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034532: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
126,ZERO_QTY,2200034532,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034532: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
127,ZERO_QTY,2200034532,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034532: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
128,ZERO_QTY,2200034533,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034533: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
129,ZERO_QTY,2200034533,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034533: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
130,ZERO_QTY,2200034533,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034533: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
131,ZERO_QTY,2200034533,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034533: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
132,ZERO_QTY,2200034534,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034534: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
133,ZERO_QTY,2200034534,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034534: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
134,ZERO_QTY,2200034534,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034534: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
135,ZERO_QTY,2200034534,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034534: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
136,ZERO_QTY,2200034534,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034534: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
137,ZERO_QTY,2200034535,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034535: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
138,ZERO_QTY,2200034535,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034535: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
139,ZERO_QTY,2200034535,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034535: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
140,ZERO_QTY,2200034535,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034535: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
141,ZERO_QTY,2200034536,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034536: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
142,ZERO_QTY,2200034536,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034536: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
143,ZERO_QTY,2200034536,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034536: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
144,ZERO_QTY,2200034537,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034537: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
145,ZERO_QTY,2200034537,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034537: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
146,ZERO_QTY,2200034537,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034537: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
147,ZERO_QTY,2200034538,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034538: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
148,ZERO_QTY,2200034538,"SONG CO., LTD.",0.0,[AL-09][ZERO_QTY] LOT 2200034538: qty_mt=0 (빈 행 또는 수량 미입력 — 엑셀 확인 필요)
