line_no,FAIL_CODE,lot_no,sold_to,qty_mt,reason
,ALLOCATION_VALIDATE_FAIL,1126012305,LGES KOREA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012306,AAA BATTERY,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012307,CATL KOREA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012308,LGES CHINA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012309,LGES KOREA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012310,AAA BATTERY,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012311,CATL KOREA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012322,LGES CHINA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012333,LGES KOREA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012334,AAA BATTERY,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012335,CATL KOREA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012401,LGES CHINA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012402,LGES KOREA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012403,AAA BATTERY,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012404,CATL KOREA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012405,LGES CHINA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012407,LGES KOREA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012408,AAA BATTERY,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
,ALLOCATION_VALIDATE_FAIL,1126012409,CATL KOREA,5,UNIQUE constraint failed: index 'idx_allocation_lot_mode_active_no_dup'
